name,address,phoneNumber,city,age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan
A1,ADDRESS1,9001000201,Coimbatore,41,0,4,1,30,0,0,0,0,1
A2,ADDRESS2,9001000202,Coimbatore,77,2,8,1,45,0,0,0,0,1
A3,ADDRESS3,9001000203,Mumbai,36,1,4,2,8,0,0,0,0,1
A4,ADDRESS4,9001000204,Salem,65,3,4,2,16,0,0,0,0,1
A5,ADDRESS5,9001000205,Chennimalai,89,2,7,2,37,0,0,0,0,1
A6,ADDRESS6,9001000206,Chennimalai,50,4,5,2,45,0,0,0,0,1
A7,ADDRESS7,9001000207,Karur,76,0,3,2,31,0,0,0,0,1
A8,ADDRESS8,9001000208,Bangalore,66,1,5,0,36,0,0,0,0,1
A9,ADDRESS9,9001000209,Chennimalai,73,2,9,2,14,0,0,0,0,1
A10,ADDRESS10,9001000210,Karur,40,4,8,1,33,0,0,0,0,1
A11,ADDRESS11,9001000211,Karur,21,4,12,1,5,0,0,0,0,1
A12,ADDRESS12,9001000212,Coimbatore,27,3,10,2,34,0,0,0,0,1
A13,ADDRESS13,9001000213,Coimbatore,41,1,11,1,9,0,0,0,0,1
A14,ADDRESS14,9001000214,Karur,58,2,11,1,20,0,0,0,0,1
A15,ADDRESS15,9001000215,Karur,77,0,0,0,26,0,0,0,0,1
A16,ADDRESS16,9001000216,Chennimalai,68,3,12,2,18,0,0,0,0,1
A17,ADDRESS17,9001000217,Namakkal,43,2,8,1,0,0,0,0,0,1
A18,ADDRESS18,9001000218,Bangalore,39,2,8,0,6,0,0,0,0,1
A19,ADDRESS19,9001000219,Salem,86,0,5,1,14,0,0,0,0,1
A20,ADDRESS20,9001000220,Delhi,42,0,11,0,33,0,0,0,0,1
A21,ADDRESS21,9001000221,Coimbatore,35,5,5,1,3,0,0,0,0,1
A22,ADDRESS22,9001000222,Mumbai,26,1,9,1,23,0,0,0,0,1
A23,ADDRESS23,9001000223,Namakkal,64,3,11,1,10,0,0,0,0,1
A24,ADDRESS24,9001000224,Delhi,18,4,9,2,21,0,0,0,0,1
